s_codigo_cf,fecha,hora,reg_val,time_s
em-ciep-01,191120,185153,0,18:51:53
em-ciep-01,191120,185201,0,18:52:01
em-ciep-01,191120,185209,0,18:52:09
em-ciep-01,191120,185217,0,18:52:17
em-ciep-01,191120,185225,0,18:52:25
em-ciep-01,191120,185233,0,18:52:33
em-ciep-01,191120,185241,0,18:52:41
em-ciep-01,191120,185249,0,18:52:49
em-ciep-01,191120,185257,0,18:52:57
em-ciep-01,191120,185305,0,18:53:05
em-ciep-01,191120,185313,0,18:53:13
em-ciep-01,191120,185321,0,18:53:21
em-ciep-01,191120,185329,0,18:53:29
em-ciep-01,191120,185337,0,18:53:37
em-ciep-01,191120,185345,0,18:53:45
em-ciep-01,191120,185353,0,18:53:53
em-ciep-01,191120,185401,0,18:54:01
em-ciep-01,191120,185409,0,18:54:09
em-ciep-01,191120,185417,0,18:54:17
em-ciep-01,191120,185425,0,18:54:25
em-ciep-01,191120,185433,0,18:54:33
em-ciep-01,191120,185441,0,18:54:41
em-ciep-01,191120,185449,0,18:54:49
em-ciep-01,191120,185457,0,18:54:57
em-ciep-01,191120,185505,0,18:55:05
em-ciep-01,191120,185513,0,18:55:13
em-ciep-01,191120,185521,0,18:55:21
em-ciep-01,191120,185529,0,18:55:29
em-ciep-01,191120,185537,0,18:55:37
em-ciep-01,191120,185545,0,18:55:45
em-ciep-01,191120,185553,0,18:55:53
em-ciep-01,191120,185601,0,18:56:01
em-ciep-01,191120,185609,0,18:56:09
em-ciep-01,191120,185617,0,18:56:17
em-ciep-01,191120,185625,0,18:56:25
em-ciep-01,191120,185633,0,18:56:33
em-ciep-01,191120,185641,0,18:56:41
em-ciep-01,191120,185649,0,18:56:49
em-ciep-01,191120,185657,0,18:56:57
em-ciep-01,191120,185705,0,18:57:05
em-ciep-01,191120,185713,0,18:57:13
em-ciep-01,191120,185721,0,18:57:21
em-ciep-01,191120,185729,0,18:57:29
em-ciep-01,191120,185737,0,18:57:37
em-ciep-01,191120,185745,0,18:57:45
em-ciep-01,191120,185753,0,18:57:53
em-ciep-01,191120,185801,0,18:58:01
em-ciep-01,191120,185809,0,18:58:09
em-ciep-01,191120,185817,0,18:58:17
em-ciep-01,191120,185825,0,18:58:25
em-ciep-01,191120,185833,0,18:58:33
em-ciep-01,191120,185841,0,18:58:41
em-ciep-01,191120,185849,0,18:58:49
em-ciep-01,191120,185857,0,18:58:57
em-ciep-01,191120,185905,0,18:59:05
em-ciep-01,191120,185913,0,18:59:13
em-ciep-01,191120,185921,0,18:59:21
em-ciep-01,191120,185929,0,18:59:29
em-ciep-01,191120,185937,0,18:59:37
em-ciep-01,191120,185945,0,18:59:45
em-ciep-01,191120,185953,0,18:59:53
em-ciep-01,191120,190001,0,19:00:01
em-ciep-01,191120,190009,0,19:00:09
em-ciep-01,191120,190017,0,19:00:17
em-ciep-01,191120,190025,0,19:00:25
em-ciep-01,191120,190033,0,19:00:33
em-ciep-01,191120,190041,0,19:00:41
em-ciep-01,191120,190049,0,19:00:49
em-ciep-01,191120,190057,0,19:00:57
em-ciep-01,191120,190105,0,19:01:05
em-ciep-01,191120,190113,0,19:01:13
em-ciep-01,191120,190121,0,19:01:21
em-ciep-01,191120,190129,0,19:01:29
em-ciep-01,191120,190137,0,19:01:37
em-ciep-01,191120,190145,0,19:01:45
em-ciep-01,191120,190153,0,19:01:53
em-ciep-01,191120,190201,0,19:02:01
em-ciep-01,191120,190209,0,19:02:09
em-ciep-01,191120,190217,0,19:02:17
em-ciep-01,191120,190225,0,19:02:25
em-ciep-01,191120,190233,0,19:02:33
em-ciep-01,191120,190241,0,19:02:41
em-ciep-01,191120,190249,1,19:02:49
em-ciep-01,191120,190257,1,19:02:57
em-ciep-01,191120,190305,0,19:03:05
em-ciep-01,191120,190313,1,19:03:13
em-ciep-01,191120,190321,0,19:03:21
em-ciep-01,191120,190329,0,19:03:29
em-ciep-01,191120,190337,0,19:03:37
em-ciep-01,191120,190345,0,19:03:45
em-ciep-01,191120,190353,0,19:03:53
em-ciep-01,191120,190401,0,19:04:01
em-ciep-01,191120,190409,0,19:04:09
em-ciep-01,191120,190417,0,19:04:17
em-ciep-01,191120,190425,0,19:04:25
